Name,UFO Name,ps_name,AGL,legacyOrder,USV,Dir,shapeOrder,DesignerOrder,fonts,base,Glyphsbase,above,below,center,ring,through,aboveLeft,MirrorGlyph,UnicodeVer,old name / commet,bcp47tags,OTLang,Feat,,GlyphsAppName,Sort,
absSeenThreeDotsBelowFin,seenThreedotsbelow-ar.fina,uni069B.fina,,692,,AL,621,602,SHL,absSeenFin,seen-ar.fina,,_dot3d,,,,,,,,,,,,,3516.001,
absSeenThreeDotsBelowMed,seenThreedotsbelow-ar.medi,uni069B.medi,,888,,AL,643,603,SHL,absSeenMed,seen-ar.medi,,_dot3d,,,,,,,,,,,,,3516.002,
absSeenThreeDotsBelowIni,seenThreedotsbelow-ar.init,uni069B.init,,1051,,AL,632,604,SHL,absSeenIni,seen-ar.init,,_dot3d,,,,,,,,,,,,,3516.003,
absSheen,sheen-ar,uni0634,,433,0634,AL,608,605,SHLM,absSeen,seen-ar,_dot3u,,,,,,,,,,,,,sheen-ar,3517,
absSheenFin,sheen-ar.fina,uni0634.fina,,690,,AL,619,606,SHLM,absSeenFin,seen-ar.fina,_dot3u,,,,,,,,,,,,,,3517.001,
absSheenMed,sheen-ar.medi,uni0634.medi,,886,,AL,641,607,SHLM,absSeenMed,seen-ar.medi,_dot3u,,,,,,,,,,,,,,3517.002,
absSheenIni,sheen-ar.init,uni0634.init,,1049,,AL,630,608,SHLM,absSeenIni,seen-ar.init,_dot3u,,,,,,,,,,,,,,3517.003,
absSheenDotBelow,sheenDotbelow-ar,uni06FA,,437,06FA,AL,612,609,SHL,absSeen,seen-ar,_dot3u,_dot1,,,,,,,,,,,,sheenDotbelow-ar,3522,
absSheenDotBelowFin,sheenDotbelow-ar.fina,uni06FA.fina,,694,,AL,623,610,SHL,absSeenFin,seen-ar.fina,_dot3u,_dot1,,,,,,,,,,,,,3522.001,
absSheenDotBelowMed,sheenDotbelow-ar.medi,uni06FA.medi,,890,,AL,645,611,SHL,absSeenMed,seen-ar.medi,_dot3u,_dot1,,,,,,,,,,,,,3522.002,
absSheenDotBelowIni,sheenDotbelow-ar.init,uni06FA.init,,1053,,AL,634,612,SHL,absSeenIni,seen-ar.init,_dot3u,_dot1,,,,,,,,,,,,,3522.003,
absSeenThreeDotsBelowThreeDotsAbove,sheenThreedotsbelow-ar,uni069C,,436,069C,AL,611,613,SHL,absSeen,seen-ar,_dot3u,_dot3d,,,,,,,,,,,,sheenThreedotsbelow-ar,3523,
absSeenThreeDotsBelowThreeDotsAboveFin,sheenThreedotsbelow-ar.fina,uni069C.fina,,693,,AL,622,614,SHL,absSeenFin,seen-ar.fina,_dot3u,_dot3d,,,,,,,,,,,,,3523.001,
absSeenThreeDotsBelowThreeDotsAboveMed,sheenThreedotsbelow-ar.medi,uni069C.medi,,889,,AL,644,615,SHL,absSeenMed,seen-ar.medi,_dot3u,_dot3d,,,,,,,,,,,,,3523.002,
absSeenThreeDotsBelowThreeDotsAboveIni,sheenThreedotsbelow-ar.init,uni069C.init,,1052,,AL,633,616,SHL,absSeenIni,seen-ar.init,_dot3u,_dot3d,,,,,,,,,,,,,3523.003,
absSeenFourDotsAbove,seenFourdotsabove-ar,uni075C,,440,075C,AL,614,617,SHL,absSeen,seen-ar,_dot4,,,,,,,,,,,,,seenFourdotsabove-ar,3821,
absSeenFourDotsAboveFin,seenFourdotsabove-ar.fina,uni075C.fina,,697,,AL,625,618,SHL,absSeenFin,seen-ar.fina,_dot4,,,,,,,,,,,,,,3821.001,
absSeenFourDotsAboveMed,seenFourdotsabove-ar.medi,uni075C.medi,,893,,AL,647,619,SHL,absSeenMed,seen-ar.medi,_dot4,,,,,,,,,,,,,,3821.002,
absSeenFourDotsAboveIni,seenFourdotsabove-ar.init,uni075C.init,,1056,,AL,636,620,SHL,absSeenIni,seen-ar.init,_dot4,,,,,,,,,,,,,,3821.003,
absSeenTwoVertAbove,seenTwodotshorizontalabove-ar,uni076D,,441,076D,AL,615,621,SHL,absSeen,seen-ar,_dot2v,,,,,,,,,,,,,seenTwodotshorizontalabove-ar,3833,
absSeenTwoVertAboveFin,seenTwodotshorizontalabove-ar.fina,uni076D.fina,,698,,AL,626,622,SHL,absSeenFin,seen-ar.fina,_dot2v,,,,,,,,,,,,,,3833.001,
absSeenTwoVertAboveMed,seenTwodotshorizontalabove-ar.medi,uni076D.medi,,894,,AL,648,623,SHL,absSeenMed,seen-ar.medi,_dot2v,,,,,,,,,,,,,,3833.002,
absSeenTwoVertAboveIni,seenTwodotshorizontalabove-ar.init,uni076D.init,,1057,,AL,637,624,SHL,absSeenIni,seen-ar.init,_dot2v,,,,,,,,,,,,,,3833.003,
absSeenSmallTahTwoDots,seenTahTwodotshorizontalabove-ar,uni0770,,439,0770,AL,613,625,SHL,absSeen,seen-ar,_dot2h_tah,,,,,,,5.1,,,,,,seenTahTwodotshorizontalabove-ar,3834,
absSeenSmallTahTwoDotsFin,seenTahTwodotshorizontalabove-ar.fina,uni0770.fina,,696,,AL,624,626,SHL,absSeenFin,seen-ar.fina,_dot2h_tah,,,,,,,5.1,,,,,,,3834.001,
absSeenSmallTahTwoDotsMed,seenTahTwodotshorizontalabove-ar.medi,uni0770.medi,,892,,AL,646,627,SHL,absSeenMed,seen-ar.medi,_dot2h_tah,,,,,,,5.1,,,,,,,3834.002,
absSeenSmallTahTwoDotsIni,seenTahTwodotshorizontalabove-ar.init,uni0770.init,,1055,,AL,635,628,SHL,absSeenIni,seen-ar.init,_dot2h_tah,,,,,,,5.1,,,,,,,3834.003,
absSeenDigitFourAbove,seenFourabove-ar,uni077D,,442,077D,AL,616,629,SHL,absSeen,seen-ar,_four,,,,,,,5.1,,,,,,seenFourabove-ar,3836,
absSeenDigitFourAboveFin,seenFourabove-ar.fina,uni077D.fina,,699,,AL,627,630,SHL,absSeenFin,seen-ar.fina,_four,,,,,,,5.1,,,,,,,3836.001,
absSeenDigitFourAboveMed,seenFourabove-ar.medi,uni077D.medi,,895,,AL,649,631,SHL,absSeenMed,seen-ar.medi,_four,,,,,,,5.1,,,,,,,3836.002,
absSeenDigitFourAboveIni,seenFourabove-ar.init,uni077D.init,,1058,,AL,638,632,SHL,absSeenIni,seen-ar.init,_four,,,,,,,5.1,,,,,,,3836.003,
absSeenInvertedV,seenVinvertedabove-ar,uni077E,,443,077E,AL,617,633,SHL,absSeen,seen-ar,_hat,,,,,,,5.1,,,,,,seenVinvertedabove-ar,3837,
absSeenInvertedVFin,seenVinvertedabove-ar.fina,uni077E.fina,,700,,AL,628,634,SHL,absSeenFin,seen-ar.fina,_hat,,,,,,,5.1,,,,,,,3837.001,
absSeenInvertedVMed,seenVinvertedabove-ar.medi,uni077E.medi,,896,,AL,650,635,SHL,absSeenMed,seen-ar.medi,_hat,,,,,,,5.1,,,,,,,3837.002,
absSeenInvertedVIni,seenVinvertedabove-ar.init,uni077E.init,,1059,,AL,639,636,SHL,absSeenIni,seen-ar.init,_hat,,,,,,,5.1,,,,,,,3837.003,
absSad,sad-ar,uni0635,,444,0635,AL,651,637,*,,,,,,,,,,,,,,,,sad-ar,3524,
absSadFin,sad-ar.fina,uni0635.fina,,701,,AL,663,638,*,,,,,,,,,,,,,,,,,3524.001,
absSadMed,sad-ar.medi,uni0635.medi,,897,,AL,681,639,*,,,,,,,,,,,,,,,,,3524.002,
absSadIni,sad-ar.init,uni0635.init,,1060,,AL,675,640,*,,,,,,,,,,,,,,,,,3524.003,
absSad.half,sad-ar.half,uni0635.half,,445,,AL,657,641,H,,,,,,,,,,,,,,cv20=1,,,3524.11,
absSadFin.half,sad-ar.fina.half,uni0635.fina.half,,702,,AL,669,642,H,,,,,,,,,,,,,,cv20=1,,,3524.111,
absSadTwoDotsBelow,sadTwodotsbelow-ar,uni069D,,448,069D,AL,653,643,SHL,absSad,sad-ar,,_dot2h,,,,,,,,,,,,sadTwodotsbelow-ar,3529,
absSadTwoDotsBelowFin,sadTwodotsbelow-ar.fina,uni069D.fina,,705,,AL,665,644,SHL,absSadFin,sad-ar.fina,,_dot2h,,,,,,,,,,,,,3529.001,
absSadTwoDotsBelowMed,sadTwodotsbelow-ar.medi,uni069D.medi,,899,,AL,683,645,SHL,absSadMed,sad-ar.medi,,_dot2h,,,,,,,,,,,,,3529.002,
absSadTwoDotsBelowIni,sadTwodotsbelow-ar.init,uni069D.init,,1062,,AL,677,646,SHL,absSadIni,sad-ar.init,,_dot2h,,,,,,,,,,,,,3529.003,
absSadTwoDotsBelow.half,sadTwodotsbelow-ar.half,uni069D.half,,449,,AL,659,647,H,absSad.half,sad-ar.half,,_dot2h,,,,,,,,,,cv20=1,,,3529.11,
absSadTwoDotsBelowFin.half,sadTwodotsbelow-ar.fina.half,uni069D.fina.half,,706,,AL,671,648,H,absSadFin.half,sad-ar.fina.half,,_dot2h,,,,,,,,,,cv20=1,,,3529.111,
absSadThreeDotsAbove,sadThreedots-ar,uni069E,,450,069E,AL,654,649,SHL,absSad,sad-ar,_dot3u,,,,,,,,,,,,,sadThreedots-ar,3530,
absSadThreeDotsAboveFin,sadThreedots-ar.fina,uni069E.fina,,707,,AL,666,650,SHL,absSadFin,sad-ar.fina,_dot3u,,,,,,,,,,,,,,3530.001,
absSadThreeDotsAboveMed,sadThreedots-ar.medi,uni069E.medi,,900,,AL,684,651,SHL,absSadMed,sad-ar.medi,_dot3u,,,,,,,,,,,,,,3530.002,
absSadThreeDotsAboveIni,sadThreedots-ar.init,uni069E.init,,1063,,AL,678,652,SHL,absSadIni,sad-ar.init,_dot3u,,,,,,,,,,,,,,3530.003,
absSadThreeDotsAbove.half,sadThreedots-ar.half,uni069E.half,,451,,AL,660,653,H,absSad.half,sad-ar.half,_dot3u,,,,,,,,,,,cv20=1,,,3530.11,
absSadThreeDotsAboveFin.half,sadThreedots-ar.fina.half,uni069E.fina.half,,708,,AL,672,654,H,absSadFin.half,sad-ar.fina.half,_dot3u,,,,,,,,,,,cv20=1,,,3530.111,
absSadThreeDotsBelow,sadThreedotsbelow-ar,uni08AF,,454,08AF,AL,656,655,SH,absSad,sad-ar,,_dot3d,,,,,,7.0,,,,,,sadThreedotsbelow-ar,3531,
absSadThreeDotsBelowFin,sadThreedotsbelow-ar.fina,uni08AF.fina,,711,,AL,668,656,SH,absSadFin,sad-ar.fina,,_dot3d,,,,,,7.0,,,,,,,3531.001,
absSadThreeDotsBelowMed,sadThreedotsbelow-ar.medi,uni08AF.medi,,902,,AL,686,657,SH,absSadMed,sad-ar.medi,,_dot3d,,,,,,7.0,,,,,,,3531.002,
absSadThreeDotsBelowIni,sadThreedotsbelow-ar.init,uni08AF.init,,1065,,AL,680,658,SH,absSadIni,sad-ar.init,,_dot3d,,,,,,7.0,,,,,,,3531.003,
absSadThreeDotsBelow.half,sadThreedotsbelow-ar.half,uni08AF.half,,455,,AL,662,659,H,absSad.half,sad-ar.half,,_dot3d,,,,,,,,,,cv20=1,,,3531.11,
absSadThreeDotsBelowFin.half,sadThreedotsbelow-ar.fina.half,uni08AF.fina.half,,712,,AL,674,660,H,absSadFin.half,sad-ar.fina.half,,_dot3d,,,,,,,,,,cv20=1,,,3531.111,
absDad,dad-ar,uni0636,,446,0636,AL,652,661,SHLM,absSad,sad-ar,_dot1,,,,,,,,,,,,,dad-ar,3532,
absDadFin,dad-ar.fina,uni0636.fina,,703,,AL,664,662,SHLM,absSadFin,sad-ar.fina,_dot1,,,,,,,,,,,,,,3532.001,
absDadMed,dad-ar.medi,uni0636.medi,,898,,AL,682,663,SHLM,absSadMed,sad-ar.medi,_dot1,,,,,,,,,,,,,,3532.002,
absDadIni,dad-ar.init,uni0636.init,,1061,,AL,676,664,SHLM,absSadIni,sad-ar.init,_dot1,,,,,,,,,,,,,,3532.003,
absDad.half,dad-ar.half,uni0636.half,,447,,AL,658,665,H,absSad.half,sad-ar.half,_dot1,,,,,,,,,,,cv20=1,,,3532.11,
absDadFin.half,dad-ar.fina.half,uni0636.fina.half,,704,,AL,670,666,H,absSadFin.half,sad-ar.fina.half,_dot1,,,,,,,,,,,cv20=1,,,3532.111,
absDadDotBelow,dadDotbelow-ar,uni06FB,,452,06FB,AL,655,667,SHL,absSad,sad-ar,_dot1,_dot1,,,,,,,,,,,,dadDotbelow-ar,3537,
absDadDotBelowFin,dadDotbelow-ar.fina,uni06FB.fina,,709,,AL,667,668,SHL,absSadFin,sad-ar.fina,_dot1,_dot1,,,,,,,,,,,,,3537.001,
absDadDotBelowMed,dadDotbelow-ar.medi,uni06FB.medi,,901,,AL,685,669,SHL,absSadMed,sad-ar.medi,_dot1,_dot1,,,,,,,,,,,,,3537.002,
absDadDotBelowIni,dadDotbelow-ar.init,uni06FB.init,,1064,,AL,679,670,SHL,absSadIni,sad-ar.init,_dot1,_dot1,,,,,,,,,,,,,3537.003,
absDadDotBelow.half,dadDotbelow-ar.half,uni06FB.half,,453,,AL,661,671,H,absSad.half,sad-ar.half,_dot1,_dot1,,,,,,,,,,cv20=1,,,3537.11,
absDadDotBelowFin.half,dadDotbelow-ar.fina.half,uni06FB.fina.half,,710,,AL,673,672,H,absSadFin.half,sad-ar.fina.half,_dot1,_dot1,,,,,,,,,,cv20=1,,,3537.111,
absTah,tah-ar,uni0637,,456,0637,AL,687,673,*,,,,,,,,,,,,,,,,tah-ar,3538,
absTahFin,tah-ar.fina,uni0637.fina,,713,,AL,691,674,*,,,,,,,,,,,,,,,,,3538.001,
absTahMed,tah-ar.medi,uni0637.medi,,903,,AL,699,675,*,,,,,,,,,,,,,,,,,3538.002,
absTahIni,tah-ar.init,uni0637.init,,1066,,AL,695,676,*,,,,,,,,,,,,,,,,,3538.003,
absTahThreeDotsAbove,tahThreedots-ar,uni069F,,458,069F,AL,689,677,SHLM,absTah,tah-ar,_dot3u,,,,,,,,,,,,,tahThreedots-ar,3543,
absTahThreeDotsAboveFin,tahThreedots-ar.fina,uni069F.fina,,715,,AL,693,678,SHLM,absTahFin,tah-ar.fina,_dot3u,,,,,,,,,,,,,,3543.001,
absTahThreeDotsAboveMed,tahThreedots-ar.medi,uni069F.medi,,905,,AL,701,679,SHLM,absTahMed,tah-ar.medi,_dot3u,,,,,,,,,,,,,,3543.002,
absTahThreeDotsAboveIni,tahThreedots-ar.init,uni069F.init,,1068,,AL,697,680,SHLM,absTahIni,tah-ar.init,_dot3u,,,,,,,,,,,,,,3543.003,
absZah,zah-ar,uni0638,,457,0638,AL,688,681,SHLM,absTah,tah-ar,_dot1,,,,,,,,,,,,,zah-ar,3544,
absZahFin,zah-ar.fina,uni0638.fina,,714,,AL,692,682,SHLM,absTahFin,tah-ar.fina,_dot1,,,,,,,,,,,,,,3544.001,
absZahMed,zah-ar.medi,uni0638.medi,,904,,AL,700,683,SHLM,absTahMed,tah-ar.medi,_dot1,,,,,,,,,,,,,,3544.002,
absZahIni,zah-ar.init,uni0638.init,,1067,,AL,696,684,SHLM,absTahIni,tah-ar.init,_dot1,,,,,,,,,,,,,,3544.003,
absTahTwoDotsAbove,tahTwodotsabove-ar,uni08A3,,459,08A3,AL,690,685,SH,absTah,tah-ar,_dot2h,,,,,,,6.1,,,,,,tahTwodotsabove-ar,3549,
absTahTwoDotsAboveFin,tahTwodotsabove-ar.fina,uni08A3.fina,,716,,AL,694,686,SH,absTahFin,tah-ar.fina,_dot2h,,,,,,,6.1,,,,,,,3549.001,
absTahTwoDotsAboveMed,tahTwodotsabove-ar.medi,uni08A3.medi,,906,,AL,702,687,SH,absTahMed,tah-ar.medi,_dot2h,,,,,,,6.1,,,,,,,3549.002,
absTahTwoDotsAboveIni,tahTwodotsabove-ar.init,uni08A3.init,,1069,,AL,698,688,SH,absTahIni,tah-ar.init,_dot2h,,,,,,,6.1,,,,,,,3549.003,
absAin,ain-ar,uni0639,,460,0639,AL,703,689,*,,,,,,,,,,,,,,,,ain-ar,3550,
absAinFin,ain-ar.fina,uni0639.fina,,717,,AL,711,690,*,,,,,,,,,,,,,,,,,3550.001,
absAinMed,ain-ar.medi,uni0639.medi,,907,,AL,727,691,*,,,,,,,,,,,,,,,,,3550.002,
absAinIni,ain-ar.init,uni0639.init,,1070,,AL,719,692,*,,,,,,,,,,,,,,,,,3550.003,
absAinThreeDotsAbove,ainThreedots-ar,uni06A0,,462,06A0,AL,705,693,SHLM,absAin,ain-ar,_dot3u,,,,,,,,,,,,,ainThreedots-ar,3555,
absAinThreeDotsAboveFin,ainThreedots-ar.fina,uni06A0.fina,,719,,AL,713,694,SHLM,absAinFin,ain-ar.fina,_dot3u,,,,,,,,,,,,,,3555.001,
absAinThreeDotsAboveMed,ainThreedots-ar.medi,uni06A0.medi,,909,,AL,729,695,SHLM,absAinMed,ain-ar.medi,_dot3u,,,,,,,,,,,,,,3555.002,
absAinThreeDotsAboveIni,ainThreedots-ar.init,uni06A0.init,,1072,,AL,721,696,SHLM,absAinIni,ain-ar.init,_dot3u,,,,,,,,,,,,,,3555.003,
absAinTwoDotsAbove,ainTwodotshorizontalabove-ar,uni075D,,465,075D,AL,708,697,SHLM,absAin,ain-ar,_dot2h,,,,,,,,,,,,,ainTwodotshorizontalabove-ar,3822,
absAinTwoDotsAboveFin,ainTwodotshorizontalabove-ar.fina,uni075D.fina,,722,,AL,716,698,SHLM,absAinFin,ain-ar.fina,_dot2h,,,,,,,,,,,,,,3822.001,
absAinTwoDotsAboveMed,ainTwodotshorizontalabove-ar.medi,uni075D.medi,,912,,AL,732,699,SHLM,absAinMed,ain-ar.medi,_dot2h,,,,,,,,,,,,,,3822.002,
absAinTwoDotsAboveIni,ainTwodotshorizontalabove-ar.init,uni075D.init,,1075,,AL,724,700,SHLM,absAinIni,ain-ar.init,_dot2h,,,,,,,,,,,,,,3822.003,
absAinThreeDotsDownAbove,ainThreedotsdownabove-ar,uni075E,,466,075E,AL,709,701,SHL,absAin,ain-ar,_dot3d,,,,,,,,,,,,,ainThreedotsdownabove-ar,3823,
absAinThreeDotsDownAboveFin,ainThreedotsdownabove-ar.fina,uni075E.fina,,723,,AL,717,702,SHL,absAinFin,ain-ar.fina,_dot3d,,,,,,,,,,,,,,3823.001,
absAinThreeDotsDownAboveMed,ainThreedotsdownabove-ar.medi,uni075E.medi,,913,,AL,733,703,SHL,absAinMed,ain-ar.medi,_dot3d,,,,,,,,,,,,,,3823.002,
absAinThreeDotsDownAboveIni,ainThreedotsdownabove-ar.init,uni075E.init,,1076,,AL,725,704,SHL,absAinIni,ain-ar.init,_dot3d,,,,,,,,,,,,,,3823.003,
absAinTwoDotsVertAbove,ainTwodotsverticalabove-ar,uni075F,,467,075F,AL,710,705,SHL,absAin,ain-ar,_dot2v,,,,,,,,,,,,,ainTwodotsverticalabove-ar,3824,
absAinTwoDotsVertAboveFin,ainTwodotsverticalabove-ar.fina,uni075F.fina,,724,,AL,718,706,SHL,absAinFin,ain-ar.fina,_dot2v,,,,,,,,,,,,,,3824.001,
absAinTwoDotsVertAboveMed,ainTwodotsverticalabove-ar.medi,uni075F.medi,,914,,AL,734,707,SHL,absAinMed,ain-ar.medi,_dot2v,,,,,,,,,,,,,,3824.002,
absAinTwoDotsVertAboveIni,ainTwodotsverticalabove-ar.init,uni075F.init,,1077,,AL,726,708,SHL,absAinIni,ain-ar.init,_dot2v,,,,,,,,,,,,,,3824.003,
absAinThreeDotsBelow,ainThreedotsbelow-ar,uni08B3,,463,08B3,AL,706,709,SH,absAin,ain-ar,,_dot3d,,,,,,7.0,,,,,,ainThreedotsbelow-ar,3485,
absAinThreeDotsBelowFin,ainThreedotsbelow-ar.fina,uni08B3.fina,,720,,AL,714,710,SH,absAinFin,ain-ar.fina,,_dot3d,,,,,,8.0,,,,,,,3485.001,
absAinThreeDotsBelowMed,ainThreedotsbelow-ar.medi,uni08B3.medi,,910,,AL,730,711,SH,absAinMed,ain-ar.medi,,_dot3d,,,,,,8.0,,,,,,,3485.002,
absAinThreeDotsBelowIni,ainThreedotsbelow-ar.init,uni08B3.init,,1073,,AL,722,712,SH,absAinIni,ain-ar.init,,_dot3d,,,,,,8.0,,,,,,,3485.003,
absGhain,ghain-ar,uni063A,,461,063A,AL,704,713,SHLM,absAin,ain-ar,_dot1,,,,,,,,,,,,,ghain-ar,3556,
absGhainFin,ghain-ar.fina,uni063A.fina,,718,,AL,712,714,SHLM,absAinFin,ain-ar.fina,_dot1,,,,,,,,,,,,,,3556.001,
absGhainMed,ghain-ar.medi,uni063A.medi,,908,,AL,728,715,SHLM,absAinMed,ain-ar.medi,_dot1,,,,,,,,,,,,,,3556.002,
absGhainIni,ghain-ar.init,uni063A.init,,1071,,AL,720,716,SHLM,absAinIni,ain-ar.init,_dot1,,,,,,,,,,,,,,3556.003,
absGhainDotBelow,ghainDotbelow-ar,uni06FC,,464,06FC,AL,707,717,SHL,absAin,ain-ar,_dot1,_dot1,,,,,,,,,,,,ghainDotbelow-ar,3561,
absGhainDotBelowFin,ghainDotbelow-ar.fina,uni06FC.fina,,721,,AL,715,718,SHL,absAinFin,ain-ar.fina,_dot1,_dot1,,,,,,,,,,,,,3561.001,
absGhainDotBelowMed,ghainDotbelow-ar.medi,uni06FC.medi,,911,,AL,731,719,SHL,absAinMed,ain-ar.medi,_dot1,_dot1,,,,,,,,,,,,,3561.002,
absGhainDotBelowIni,ghainDotbelow-ar.init,uni06FC.init,,1074,,AL,723,720,SHL,absAinIni,ain-ar.init,_dot1,_dot1,,,,,,,,,,,,,3561.003,
absFeh,feh-ar,uni0641,,468,0641,AL,737,721,SHLM,absDotlessFeh,fehDotless-ar,_dot1,,,,,,,,,,,,,feh-ar,3564,
absFehFin,feh-ar.fina,uni0641.fina,,725,,AL,748,722,SHLM,absDotlessFehFin,fehDotless-ar.fina,_dot1,,,,,,,,,,,,,,3564.001,
absFehMed,feh-ar.medi,uni0641.medi,,915,,AL,777,723,SHLM,absDotlessFehMed,fehDotless-ar.medi,_dot1,,,,,,,,,,,,,,3564.002,
absFehIni,feh-ar.init,uni0641.init,,1078,,AL,758,724,SHLM,absDotlessFehIni,fehDotless-ar.init,_dot1,,,,,,,,,,,,,,3564.003,
absVeh,veh-ar,uni06A4,,473,06A4,AL,740,725,SHLM,absDotlessFeh,fehDotless-ar,_dot3u,,,,,,,,,,,,,veh-ar,3569,
absVehFin,veh-ar.fina,uni06A4.fina,,730,,AL,751,726,SHLM,absDotlessFehFin,fehDotless-ar.fina,_dot3u,,,,,,,,,,,,,,3569.001,
absVehMed,veh-ar.medi,uni06A4.medi,,920,,AL,781,727,SHLM,absDotlessFehMed,fehDotless-ar.medi,_dot3u,,,,,,,,,,,,,,3569.002,
absVehIni,veh-ar.init,uni06A4.init,,1083,,AL,762,728,SHLM,absDotlessFehIni,fehDotless-ar.init,_dot3u,,,,,,,,,,,,,,3569.003,
absDotlessFeh,fehDotless-ar,uni06A1,,469,06A1,AL,735,729,*,,,,,,,,,,,,,,,,fehDotless-ar,3574,
absDotlessFehFin,fehDotless-ar.fina,uni06A1.fina,,726,,AL,746,730,*,,,,,,,,,,,,,,,,,3574.001,
absDotlessFehMed,fehDotless-ar.medi,uni06A1.medi,,916,,AL,776,731,*,,,,,,,,,,,,,,,,,3574.002,
absDotlessFehIni,fehDotless-ar.init,uni06A1.init,,1079,,AL,757,732,*,,,,,,,,,,,,,,,,,3574.003,
absFehDotMovedBelow,fehDotmovedbelow-ar,uni06A2,,471,06A2,AL,738,733,SHLM,absDotlessFeh,fehDotless-ar,,_dot1,,,,,,,,,,,,fehDotmovedbelow-ar,3578,
absFehDotMovedBelowFin,fehDotmovedbelow-ar.fina,uni06A2.fina,,728,,AL,749,734,SHLM,absDotlessFehFin,fehDotless-ar.fina,,_dot1,,,,,,,,,,,,,3578.001,
absFehDotMovedBelowMed,fehDotmovedbelow-ar.medi,uni06A2.medi,,918,,AL,778,735,SHLM,absDotlessFehMed,fehDotless-ar.medi,,_dot1,,,,,,,,,,,,,3578.002,
absFehDotMovedBelowIni,fehDotmovedbelow-ar.init,uni06A2.init,,1081,,AL,759,736,SHLM,absDotlessFehIni,fehDotless-ar.init,,_dot1,,,,,,,,,,,,,3578.003,
absFehDotBelow,fehDotbelow-ar,uni06A3,,472,06A3,AL,739,737,SHL,absDotlessFeh,fehDotless-ar,_dot1,_dot1,,,,,,,,,,,,fehDotbelow-ar,3579,
absFehDotBelowFin,fehDotbelow-ar.fina,uni06A3.fina,,729,,AL,750,738,SHL,absDotlessFehFin,fehDotless-ar.fina,_dot1,_dot1,,,,,,,,,,,,,3579.001,
absFehDotBelowMed,fehDotbelow-ar.medi,uni06A3.medi,,919,,AL,780,739,SHL,absDotlessFehMed,fehDotless-ar.medi,_dot1,_dot1,,,,,,,,,,,,,3579.002,
absFehDotBelowIni,fehDotbelow-ar.init,uni06A3.init,,1082,,AL,761,740,SHL,absDotlessFehIni,fehDotless-ar.init,_dot1,_dot1,,,,,,,,,,,,,3579.003,
absFehThreeDotsBelow,fehThreedotsbelow-ar,uni06A5,,474,06A5,AL,741,741,SHL,absDotlessFeh,fehDotless-ar,,_dot3d,,,,,,,,,,,,fehThreedotsbelow-ar,3580,
absFehThreeDotsBelowFin,fehThreedotsbelow-ar.fina,uni06A5.fina,,731,,AL,752,742,SHL,absDotlessFehFin,fehDotless-ar.fina,,_dot3d,,,,,,,,,,,,,3580.001,
absFehThreeDotsBelowMed,fehThreedotsbelow-ar.medi,uni06A5.medi,,921,,AL,782,743,SHL,absDotlessFehMed,fehDotless-ar.medi,,_dot3d,,,,,,,,,,,,,3580.002,
absFehThreeDotsBelowIni,fehThreedotsbelow-ar.init,uni06A5.init,,1084,,AL,763,744,SHL,absDotlessFehIni,fehDotless-ar.init,,_dot3d,,,,,,,,,,,,,3580.003,
absPeheh,peheh-ar,uni06A6,,475,06A6,AL,742,745,SHL,absDotlessFeh,fehDotless-ar,_dot4,,,,,,,,,,,,,peheh-ar,3582,
absPehehFin,peheh-ar.fina,uni06A6.fina,,732,,AL,753,746,SHL,absDotlessFehFin,fehDotless-ar.fina,_dot4,,,,,,,,,,,,,,3582.001,
absPehehMed,peheh-ar.medi,uni06A6.medi,,922,,AL,783,747,SHL,absDotlessFehMed,fehDotless-ar.medi,_dot4,,,,,,,,,,,,,,3582.002,
absPehehIni,peheh-ar.init,uni06A6.init,,1085,,AL,764,748,SHL,absDotlessFehIni,fehDotless-ar.init,_dot4,,,,,,,,,,,,,,3582.003,
absFehTwoDotsBelow,fehTwodotsbelow-ar,uni0760,,476,0760,AL,743,749,SHLM,absDotlessFeh,fehDotless-ar,,_dot2h,,,,,,,,,,,,fehTwodotsbelow-ar,3825,
absFehTwoDotsBelowFin,fehTwodotsbelow-ar.fina,uni0760.fina,,733,,AL,754,750,SHLM,absDotlessFehFin,fehDotless-ar.fina,,_dot2h,,,,,,,,,,,,,3825.001,
absFehTwoDotsBelowMed,fehTwodotsbelow-ar.medi,uni0760.medi,,923,,AL,784,751,SHLM,absDotlessFehMed,fehDotless-ar.medi,,_dot2h,,,,,,,,,,,,,3825.002,
absFehTwoDotsBelowIni,fehTwodotsbelow-ar.init,uni0760.init,,1086,,AL,765,752,SHLM,absDotlessFehIni,fehDotless-ar.init,,_dot2h,,,,,,,,,,,,,3825.003,
absFehThreeDotsUpBelow,fehThreedotsupbelow-ar,uni0761,,477.1,0761,AL,744,753,SHL,absDotlessFeh,fehDotless-ar,,_dot3u,,,,,,,,,,,,fehThreedotsupbelow-ar,3826,
absFehThreeDotsUpwardBelow,fehThreedotsupbelow-ar,uni0761,,477,0761,AL,744,754,-,absDotlessFeh,fehDotless-ar,,_dot3u,,,,,,,,,,,,fehThreedotsupbelow-ar,3826,
absFehThreeDotsUpBelowFin,fehThreedotsupbelow-ar.fina,uni0761.fina,,734.1,,AL,755,755,SHL,absDotlessFehFin,fehDotless-ar.fina,,_dot3u,,,,,,,,,,,,,3826.001,
